id,deskripsi_laporan,jenis_infrastruktur,kota_administrasi,tingkat_kerusakan,date_laporan
3337,Beton jembatan Jalan Casablanca retak ringan di bagian pinggir,Jembatan,Jakarta Barat,Ringan,2025-07-04 04:33:28
3338,Permukaan jembatan Jalan Pangeran Jayakarta mulai kasar dan tidak rata,Jembatan,Jakarta Barat,Ringan,2025-12-11 16:59:43
3339,Taman Jalan Warung Buncit sedikit kotor ada sampah berserakan,Taman,Jakarta Utara,Ringan,2025-12-12 14:22:27
3340,Lampu jalan Jalan Panjang casing nya sedikit retak tapi masih menyala,Lampu Jalan,Jakarta Barat,Ringan,2025-08-14 13:29:01
3341,Jalan Jalan Sudirman ada sedikit retak di pinggir badan jalan,Jalan,Jakarta Utara,Ringan,2025-09-01 13:05:48
3342,Kabel fiber Jalan Pramuka terputus akibat tertimpa pohon,Kabel Fiber,Jakarta Pusat,Sedang,2025-03-20 09:50:15
3343,Kerusakan masif trotoar Jalan Rasuna Said membahayakan jiwa pejalan kaki,Trotoar,Jakarta Utara,Berat,2025-10-17 11:08:39
3344,Permukaan jalan Jalan Haji Nawi bergelombang dan berlubang,Jalan,Jakarta Barat,Sedang,2025-09-29 18:56:18
3345,Penyangga jembatan Jalan Raya Kembangan terlihat retak perlu inspeksi,Jembatan,Jakarta Utara,Sedang,2025-01-25 12:08:25
3346,Pohon besar di taman Jalan Sudirman tumbang dan merusak fasilitas sekitar,Taman,Jakarta Barat,Berat,2025-11-01 14:51:48
3347,Trotoar di Jalan Sisingamangaraja hancur akibat banjir pejalan kaki ngga bisa lewat depan masjid,Trotoar,Jakarta Barat,Berat,2025-09-15 01:05:03
3348,Instalasi kabel fiber Jalan Pluit hancur total akibat tertimpa pohon besar tumbang,Kabel Fiber,Jakarta Utara,Berat,2025-05-27 20:06:21
3349,Taman Jalan Sudirman hancur total akibat banjir semua fasilitas rusak,Taman,Jakarta Selatan,Berat,2025-10-04 09:36:30
3350,Fasilitas taman Jalan Kebon Jeruk banyak yang rusak perlu diperbaiki,Taman,Jakarta Barat,Sedang,2025-12-11 01:07:47
3351,Trotoar di Gang Melati ada beberapa ubin yang retak kecil,Trotoar,Jakarta Selatan,Ringan,2025-10-22 16:47:45
3352,Bangku taman di Jalan Cengkareng rusak dan tidak bisa digunakan,Taman,Kepulauan Seribu,Sedang,2025-01-23 06:33:09
3353,Jembatan Jalan Raya Bekasi ada sedikit getaran saat dilalui kendaraan berat,Jembatan,Jakarta Utara,Ringan,2025-09-24 15:08:14
3354,Trotoar Jalan Gajah Mada runtuh dan menimbulkan lubang besar di pinggir jalan,Trotoar,Jakarta Utara,Berat,2025-11-21 04:19:40
3355,Trotoar di Jalan Panjang hancur akibat banjir pejalan kaki tidak bisa lewat,Trotoar,Jakarta Pusat,Berat,2025-05-24 00:51:31
3356,Kerusakan massal kabel fiber di Jalan Pangeran Jayakarta menyebabkan wilayah luas tanpa internet,Kabel Fiber,Jakarta Pusat,Berat,2025-10-23 06:07:04
3357,Drainase Jalan Casablanca tidak berfungsi dan menyebabkan banjir kecil,Drainase,Jakarta Selatan,Sedang,2025-01-05 19:56:07
3358,Kondisi trotoar Jalan Sudirman cukup memprihatinkan banyak kerusakan merata,Trotoar,Jakarta Utara,Sedang,2025-09-04 07:13:06
3359,Penyangga jembatan Jalan Ciledug Raya terlihat retak perlu inspeksi,Jembatan,Kepulauan Seribu,Sedang,2025-08-01 16:28:25
3360,Jalur kabel fiber di Gang Anggrek tidak tertata dengan baik,Kabel Fiber,Jakarta Pusat,Ringan,2025-01-30 03:19:25
3361,Kondisi jalan Jalan Sisingamangaraja kritis hampir tidak layak dilalui,Jalan,Jakarta Pusat,Berat,2025-08-06 07:53:54
3362,Pagar jembatan di Jalan Pangeran Jayakarta rusak dan membahayakan pejalan kaki,Jembatan,Jakarta Barat,Sedang,2025-09-09 19:43:28
3363,Lantai kayu jembatan Gang Melati lapuk dan berlubang berbahaya,Jembatan,Jakarta Pusat,Sedang,2025-11-20 03:27:09
3364,Beberapa bata trotoar Jalan Haji Nawi retak ringan,Trotoar,Kepulauan Seribu,Ringan,2025-11-01 05:09:52
3365,Tiang lampu jalan di Jalan Muara Baru miring cukup parah perlu segera diperbaiki,Lampu Jalan,Jakarta Timur,Sedang,2025-12-22 07:10:32
3366,Saluran air di Jalan Warung Buncit kotor dan berbau perlu dibersihkan,Drainase,Jakarta Utara,Ringan,2025-12-23 17:12:30
3367,Jembatan Jalan Raya Bekasi ada sedikit kerusakan minor di permukaan mohon segera ditindaklanjuti,Jembatan,Jakarta Utara,Ringan,2025-08-10 09:42:06
3368,Got Jalan Daan Mogot ada sedikit sampah yang menghambat aliran air,Drainase,Jakarta Selatan,Ringan,2025-10-16 11:42:17
3369,Pohon besar di taman Jalan Hayam Wuruk tumbang dan merusak fasilitas sekitar,Taman,Jakarta Barat,Berat,2025-07-13 22:51:06
3370,Jembatan Gang Anggrek ada bagian yang ambles tidak rata,Jembatan,Jakarta Timur,Sedang,2025-08-14 13:09:01
3371,Jalan Jalan Muara Baru mengalami retak kecil sepanjang 15 meter,Jalan,Jakarta Selatan,Ringan,2025-05-15 03:36:24
3372,Kabel fiber Jalan Sisingamangaraja mengurai dan menggantung di tengah jalan,Kabel Fiber,Jakarta Pusat,Sedang,2025-01-19 09:02:41
3373,Ada celah kecil di aspal jaln dekat Jalan Otista,Jalan,Kepulauan Seribu,Ringan,2025-11-29 21:39:28
3374,Lampu jalan Gang Anggrek mati total sudah beberapa hari tidak diperbaiki ini sudah lama dibiarkan,Lampu Jalan,Jakarta Timur,Sedang,2025-01-30 11:08:29
3375,Infrastruktur lampu jalan di Gang Dahlia hancur parah akibat kecelakaan,Lampu Jalan,Jakarta Timur,Berat,2025-12-15 08:00:10
3376,Trotoar Jalan Daan Mogot rusak parah pejalan kaki terpaksa jalan di badan jalan,Trotoar,Jakarta Selatan,Sedang,2025-06-17 16:13:22
3377,Jembatan jln Pangeran Jayakarta ada sedikit getaran saat dilalui kendaraan berat,Jembatan,Kepulauan Seribu,Ringan,2025-12-17 12:32:04
3378,Got besar di Jalan Raya Bekasi amblas menyebabkan jalan ikut rusak,Drainase,Jakarta Selatan,Berat,2025-03-21 04:22:41
3379,Trotoar Jalan Meruya runtuh dan menimbulkan lubang besar di pinggir jalan,Trotoar,Jakarta Barat,Berat,2025-12-19 10:29:45
3380,Trotoar Gang Dahlia dirusak oleh akar pohon dan tidak rata,Trotoar,Jakarta Utara,Sedang,2025-03-09 21:19:59
3381,Drainase di Gang Mawar perlu pembersihan rutin lumpur menumpuk warga sekitar sudah mengeluh,Drainase,Jakarta Selatan,Ringan,2025-07-03 20:30:24
3382,Lampu jlan Jalan Ahmad Yani cahayanya mulai memudar anak anak sering lewat sini,Lampu Jalan,Jakarta Selatan,Ringan,2025-08-20 21:11:36
3383,Terdapat keretakan kecil di aspal jalan Gang Melati,Jalan,Kepulauan Seribu,Ringan,2025-12-30 16:49:42
3384,Banyak lubang kecil sedang di badan jl Jalan Raya Kembangan,Jalan,Jakarta Utara,Sedang,2025-09-09 04:44:20
3385,Kabel fiber Jalan Raya Pasar Minggu putus massal akibat bencana menyebabkan blackout digital,Kabel Fiber,Jakarta Barat,Berat,2025-10-31 18:22:37
3386,Jalan Gang Melati amblas dalam dan lebar sangat mengancam keselamatan,Jalan,Jakarta Timur,Berat,2025-10-27 12:04:02
3387,Drainase Jalan Casablanca jebol air membanjiri jalan dan rumah warga sekitar,Drainase,Kepulauan Seribu,Berat,2025-01-28 23:10:14
3388,Rumput taman Jalan Ciledug Raya mulai tidak terawat perlu dipangkas,Taman,Jakarta Barat,Ringan,2025-02-22 03:31:59
3389,Jalan Jalan Raya Kembangan amblas dalam dan lebar sangat mengancam keselamatan,Jalan,Jakarta Timur,Berat,2025-11-16 10:48:14
3390,Sebagian besar trotoar Jalan Daan Mogot rusak dan tidak layak digunakan,Trotoar,Jakarta Timur,Sedang,2025-12-26 07:06:57
3391,Drainase Jalan Warung Buncit jebol menyebabkan banjir parah di pemukiman warga,Drainase,Jakarta Timur,Berat,2025-03-24 12:48:26
3392,Tiang penyangga kabel fiber di Jalan Hayam Wuruk patah menimpa rumah warga,Kabel Fiber,Kepulauan Seribu,Berat,2025-02-02 19:16:07
3393,Cat jembatan di Jalan Haji Nawi mulai mengelupas perlu dicat ulang,Jembatan,Jakarta Selatan,Ringan,2025-01-28 23:04:28
3394,Taman Jalan Pangeran Jayakarta tidak terawat tanaman banyak yang mati,Taman,Jakarta Utara,Sedang,2025-06-20 20:53:01
3395,Saluran drainase di Jalan Sisingamangaraja rusak menyebabkan air tergenang,Drainase,Kepulauan Seribu,Sedang,2025-03-11 03:44:28
3396,Drainase Jalan Pramuka meluap saat hujan deras meski sebentar,Drainase,Jakarta Timur,Sedang,2025-07-05 20:36:35
3397,Drainase Jalan Muara Baru jebol menyebabkan banjir parah di pemukiman warga,Drainase,Jakarta Barat,Berat,2025-04-07 08:31:28
3398,Lampu jalan Jalan Otista mati pada jam tertentu saja,Lampu Jalan,Jakarta Timur,Ringan,2025-11-10 07:12:47
3399,Beberapa bata trotoar Jalan Raya Kembangan retak ringan,Trotoar,Jakarta Utara,Ringan,2025-03-14 16:51:50
3400,Ubin trotoar di Jalan Panjang banyak yang copot dan berlubang,Trotoar,Kepulauan Seribu,Sedang,2025-04-03 18:01:40
3401,Trotoar Jalan Cengkareng runtuh dan menimbulkan lubang besar di pinggir jlan,Trotoar,Jakarta Barat,Berat,2025-11-04 06:02:51
3402,Trotoar Jalan Raya Bekasi ambles di beberapa titik berbahaya pejalan kaki,Trotoar,Jakarta Timur,Sedang,2025-03-29 00:23:49
3403,Kabel lampu jalan di Jalan Daan Mogot tampak menjuntai berbahaya,Lampu Jalan,Jakarta Selatan,Sedang,2025-07-19 17:55:04
3404,Got Jalan Raya Pasar Minggu ada sedikit sampah yang menghambat aliran air,Drainase,Jakarta Timur,Ringan,2025-06-06 21:46:58
3405,Lampu jalan Jalan Ahmad Yani meledak dan menyebabkan kebakaran kecil,Lampu Jalan,Kepulauan Seribu,Berat,2025-12-21 16:31:12
3406,Pagar taman Jalan Gajah Mada rusak di beberapa bagian,Taman,Jakarta Selatan,Sedang,2025-04-19 15:32:22
3407,Drainase Jalan Cengkareng alirannya sedikit terhambat,Drainase,Jakarta Timur,Ringan,2025-06-20 17:54:08
3408,Kabel fiber Jalan Daan Mogot terputus akibat tertimpa pohon,Kabel Fiber,Jakarta Pusat,Sedang,2025-02-15 13:40:24
3409,Satu bundel kabel fiber di Jalan Meruya terlepas dari pengikat tiang,Kabel Fiber,Kepulauan Seribu,Ringan,2025-02-19 02:08:50
3410,Got pinggir jalan Jalan Rasuna Said ada sampah plastik menyumbat sedikit,Drainase,Jakarta Utara,Ringan,2025-09-10 03:07:31
3411,Drainase Jalan Rasuna Said jebol air membanjiri jalan dan rumah warga sekitar,Drainase,Jakarta Selatan,Berat,2025-04-02 19:34:21
3412,Tiang penyangga kabel fiber di jl Sisingamangaraja patah menimpa rumah warga,Kabel Fiber,Jakarta Pusat,Berat,2025-01-08 09:59:53
3413,Rel jembatan Jalan Otista copot berbahya bagi pengguna jalan,Jembatan,Jakarta Timur,Sedang,2025-05-13 22:22:04
3414,Tanaman hias di taman Jalan Gajah Mada perlu perawatan rutin,Taman,Jakarta Timur,Ringan,2025-03-31 09:04:34
3415,Jalan Jalan Raya Pasar Minggu berlubang di beberapa titik cukup mengganggu,Jalan,Jakarta Utara,Sedang,2025-10-08 16:59:39
3416,Trotoar Jalan Gatot Subroto rusak parah pejalan kaki terpaksa jalan di badan jalan,Trotoar,Jakarta Utara,Sedang,2025-09-10 12:39:03
3417,Instalasi kabel fiber Jalan Meruya hancur total akibat tertimpa pohon besar tumbang,Kabel Fiber,Jakarta Timur,Berat,2025-09-23 03:37:30
3418,Saluran air di jln Warung Buncit kotor dan berbau perlu dibersihkan,Drainase,Kepulauan Seribu,Ringan,2025-05-21 00:02:21
3419,Tiang kabel fiber di Jalan Kebon Jeruk roboh menimpa kendaraan yang lewat,Kabel Fiber,Jakarta Barat,Berat,2025-07-09 06:21:56
3420,Taman jl Gunung Sahari sedikit kotor ada sampah berserakan,Taman,Jakarta Selatan,Ringan,2025-01-05 06:35:52
3421,Kabel fiber jl Cengkareng melendut ke bawah perlu dirapikan,Kabel Fiber,Jakarta Utara,Ringan,2025-12-11 21:58:56
3422,Lampu jalaan Jalan Raya Bekasi meledak dan membakar kabel di sekitarnya,Lampu Jalan,Jakarta Selatan,Berat,2025-01-08 15:04:51
3423,Saluran got Jalan Gajah Mada mulai menyempit karena endapan,Drainase,Jakarta Barat,Ringan,2025-10-29 19:44:53
3424,Terdapat lubang sedang di jalan Jalan Otista yang mengganggu kendaraan ini sudah lama dibiarkan,Jalan,Jakarta Barat,Sedang,2025-01-12 02:26:38
3425,Trotoar Jalan Gatot Subroto perlu pengecatan ulang marka sudah pudar,Trotoar,Jakarta Timur,Ringan,2025-12-20 02:56:35
3426,Pagar taman Gang Mawar rusak di beberapa bagian,Taman,Jakarta Pusat,Sedang,2025-08-31 04:17:46
3427,Taman Jalan Pramuka banyak vandalisme coretan di fasilitas umum,Taman,Kepulauan Seribu,Sedang,2025-01-04 01:31:32
3428,Pagar jembatan di Gang Anggrek rusak dan membahayakan pejalan kaki,Jembatan,Jakarta Utara,Sedang,2025-04-21 11:27:30
3429,Taman Jalan TB Simatupang rusak berat akibat vandalisme parah butuh renovasi total mohon segera ditindaklanjuti,Taman,Jakarta Pusat,Berat,2025-05-26 07:01:59
3430,Seluruh jaringan kabel fiber di Jalan Ahmad Yani putus total tidak ada sinyal,Kabel Fiber,Jakarta Barat,Berat,2025-01-01 06:34:38
3431,Drainase Jalan Otista kurang bersih perlu segera diperhatikan,Drainase,Jakarta Barat,Ringan,2025-07-22 21:47:01
3432,Jembatan Jalan Warung Buncit ada bagian yang ambles tidak rata,Jembatan,Kepulauan Seribu,Sedang,2025-09-16 01:24:49
3433,Instalasi kabel fiber Gang Dahlia kurang rapi mengganggu estetika,Kabel Fiber,Jakarta Utara,Ringan,2025-07-23 04:27:44
3434,Saluran drainase Jalan Ahmad Yani perlu perawatan ringan sebelum musim hujan mohon bantuannya,Drainase,Jakarta Pusat,Ringan,2025-07-18 04:07:28
3435,Longsor kecil merusak area taman Jalan Pramuka secara parah,Taman,Jakarta Selatan,Berat,2025-02-20 11:22:12
3436,Kabel fiber Jalan Gatot Subroto sedikit terkelupas di bagian sambungan,Kabel Fiber,Kepulauan Seribu,Ringan,2025-06-14 01:15:14
3437,Taman jln Raya Kembangan hancur dan perlu dibangun ulang dari awal ini jalan protokol yang ramai,Taman,Jakarta Selatan,Berat,2025-02-19 00:14:26
3438,Lampu taman di Jalan Gunung Sahari mati sehingga taman gelap malam hari,Taman,Jakarta Selatan,Sedang,2025-12-25 17:36:02
3439,Kabel fiber Gang Melati putus massal akibat bencana menyebabkan blackout digital,Kabel Fiber,Jakarta Pusat,Berat,2025-01-28 23:15:52
3440,Taman Jalan Raya Bekasi tidak bisa digunakan semua infrastruktur rusak berat,Taman,Kepulauan Seribu,Berat,2025-01-03 01:08:28
3441,Instalasi kabel fiber di Jalan Raya Kembangan rusak dan mengganggu layanan,Kabel Fiber,Jakarta Timur,Sedang,2025-03-10 01:20:22
3442,Lampu jalan Jalan Gunung Sahari sering konslet menyebabkan mati berulang,Lampu Jalan,Jakarta Utara,Sedang,2025-10-21 07:18:08
3443,Taman Jalan Warung Buncit tidak terawat tanaman banyak yang mati,Taman,Jakarta Selatan,Sedang,2025-10-13 15:42:07
3444,Lampu jalan Jalan Ahmad Yani meledak dan menyebabkan kebakaran kecil,Lampu Jalan,Jakarta Timur,Berat,2025-11-03 02:16:34
3445,Kondisi jalan Jalan Haji Nawi kritis hampir tidak layak dilalui,Jalan,Jakarta Utara,Berat,2025-04-16 22:47:52
3446,Fasilitas taman Gang Mawar banyak yang rusak perlu diperbaiki,Taman,Jakarta Selatan,Sedang,2025-06-29 07:28:45
3447,Beberapa kabel fiber di Gang Dahlia putus menyebabkan area mati sinyal,Kabel Fiber,Jakarta Timur,Sedang,2025-05-31 11:49:35
3448,Taman Gang Mawar banyak vandalisme coretan di fasilitas umum ini jalan protokol yang ramai,Taman,Jakarta Utara,Sedang,2025-05-28 20:15:33
3449,Terdapat  lubang  sedang  di  jln  Gang  Dahlia  yang  mengganggu  kendaraan anak anak sering lewat sini,Jalan,Jakarta Pusat,Sedang,2025-05-11 22:34:32
3450,Kabel fiber Jalan Meruya melendut ke bawah perlu dirapikan,Kabel Fiber,Jakarta Barat,Ringan,2025-02-02 11:57:26
3451,Drainase Jalan Pramuka kurang bersih perlu segera diperhatikan,Drainase,Jakarta Utara,Ringan,2025-12-31 19:31:17
3452,Kabel fiber Jalan Ahmad Yani melendut ke bawah perlu dirapikan,Kabel Fiber,Jakarta Barat,Ringan,2025-02-07 04:53:33
3453,Permukaan jalan Gang Anggrek mengelupas sedikit,Jalan,Jakarta Timur,Ringan,2025-04-10 23:35:13
3454,Lampu jalan Jalan Sisingamangaraja mati total sudah beberapa hari tidak diperbaiki,Lampu Jalan,Jakarta Timur,Sedang,2025-02-12 23:52:50
3455,Lampu jalan Jalan Casablanca mati total udh beberapa hari tidak diperbaiki,Lampu Jalan,Jakarta Utara,Sedang,2025-03-02 07:44:28
3456,Pagar pengaman jembatan Gang Anggrek sedikit berkarat,Jembatan,Jakarta Selatan,Ringan,2025-11-25 14:07:01
3457,Saluran drainase di Jalan Gatot Subroto sedikit tersumbat sampah daun,Drainase,Jakarta Timur,Ringan,2025-08-27 01:17:17
3458,Beton jembatan Jalan Fatmawati retak ringan di bagian pinggir,Jembatan,Jakarta Utara,Ringan,2025-10-13 09:52:05
3459,Kondisi jalan Jalan Sudirman kritis hampir tidak layak dilalui 🙏,Jalan,Jakarta Pusat,Berat,2025-01-09 19:24:31
3460,Jembatan Jalan Pangeran Jayakarta ada bagian yang ambles tidak rata,Jembatan,Jakarta Barat,Sedang,2025-01-28 12:24:28
3461,Drainase  jl  Pramuka  jebol  air  membanjiri  jalan  dan  rumah  warga  sekitar,Drainase,Jakarta Utara,Berat,2025-01-08 06:24:11
3462,Trotoar Jalan Mangga Dua berlubang dan bahaya bagi pejalan kaki,Trotoar,Jakarta Utara,Sedang,2025-11-14 17:03:42
3463,Lampu jalan di gang Jalan Ahmad Yani kurang terang perlu perhatian,Lampu Jalan,Jakarta Selatan,Ringan,2025-05-02 17:48:22
3464,Banyak lubang kecil sedang di badan jalan Jalan Sudirman,Jalan,Jakarta Selatan,Sedang,2025-01-30 19:48:57
3465,Lampu jalan Jalan Gunung Sahari meledak dan membakar kabel di sekitarnya,Lampu Jalan,Jakarta Utara,Berat,2025-06-30 08:51:48
3466,Tiang kabel fiber Jalan Pangeran Jayakarta roboh dan kabel berantakan di jalan sangat berbahaya,Kabel Fiber,Jakarta Selatan,Berat,2025-10-07 00:21:46
3467,Taman Jalan Warung Buncit tidak terawat tanaman banyak yang mati,Taman,Kepulauan Seribu,Sedang,2025-10-14 13:50:46
3468,Beton jembatan Jalan Haji Nawi retak lebar perlu penanganan segera ini jalan protokol yang ramai,Jembatan,Jakarta Timur,Sedang,2025-12-25 01:51:06
3469,Tiang lampu jalan Gang Anggrek sedikit miring namun masih aman,Lampu Jalan,Jakarta Utara,Ringan,2025-09-13 23:59:43
3470,Jembatan Jalan Otista ada bagian yang ambles tidak rata,Jembatan,Jakarta Utara,Sedang,2025-05-28 17:29:27
3471,Kabel fiber di Jalan Kebon Jeruk putus menyebabkan gangguan internet warga,Kabel Fiber,Jakarta Timur,Sedang,2025-10-24 18:49:33
3472,Tutup got di Jalan Daan Mogot hilang berbahaya bagi pejalan kaki,Drainase,Jakarta Utara,Sedang,2025-05-06 12:29:47
3473,Tiang kabel fiber Jalan Pramuka roboh dan kabel berantakan di jalan sangat berbahaya,Kabel Fiber,Jakarta Barat,Berat,2025-04-05 00:17:51
3474,Kabel fiber Jalan Haji Nawi terbakar menyebabkan pemadaman internet massal,Kabel Fiber,Jakarta Selatan,Berat,2025-11-09 02:15:49
3475,Taman Jalan Meruya agak gersang perlu penambahan tanaman,Taman,Jakarta Timur,Ringan,2025-09-10 10:36:25
3476,Taman Jalan Rasuna Said agak gersang perlu penambahan tanaman,Taman,Jakarta Utara,Ringan,2025-01-20 08:23:17
3477,Aspal jalan Jalan Mangga Dua retak ringan di beberapa titik,Jalan,Kepulauan Seribu,Ringan,2025-11-09 20:51:49
3478,Jembatan Jalan Pangeran Jayakarta ada sedikit kerusakan minor di permukaan,Jembatan,Jakarta Pusat,Ringan,2025-10-01 03:19:36
3479,Retakan halus di aspal jalan Gang Mawar perlu perhatian,Jalan,Jakarta Timur,Ringan,2025-11-11 08:54:11
3480,Trotoar Jalan Sisingamangaraja rusak berat ada yang ambles ke saluran drainase bawahnya,Trotoar,Kepulauan Seribu,Berat,2025-08-15 00:28:00
3481,Jembatan Jalan Gunung Sahari bergetar berlebihan saat dilalui kendaraan,Jembatan,Jakarta Timur,Sedang,2025-08-02 11:30:40
3482,Cat jembatan di Gang Dahlia mulai mengelupas perlu dicat ulang ini sudah lama dibiarkan,Jembatan,Kepulauan Seribu,Ringan,2025-09-07 13:03:37
3483,Kondisi taman Gang Anggrek sangat memperihatinkan rusak total perlu penanganan segera,Taman,Jakarta Utara,Berat,2025-02-09 19:35:20
3484,Trotoar di Jalan Meruya ada celah kecil antar ubin perlu diperbaiki,Trotoar,Kepulauan Seribu,Ringan,2025-02-15 05:16:49
3485,Trotoar Jalan Sudirman dirusak oleh akar pohon dan tidak rata,Trotoar,Jakarta Barat,Sedang,2025-05-09 15:08:14
3486,Kerusakan jalan di Jalan Gatot Subroto cukup parah ada beberapa lubang,Jalan,Jakarta Selatan,Sedang,2025-11-06 04:55:39
3487,Lampu jalan Jalan Raya Bekasi cahayanya mulai memudar,Lampu Jalan,Jakarta Timur,Ringan,2025-11-02 07:07:41
3488,Jembatan Jalan Gunung Sahari hampir roboh sangat mengancam keselamatan jiwa,Jembatan,Jakarta Timur,Berat,2025-01-06 21:32:55
3489,Lampu jlan Jalan TB Simatupang casing nya sedikit retak tapi masih menyala,Lampu Jalan,Jakarta Timur,Ringan,2025-08-19 10:02:35
3490,Penerangan jalan di Jalan Raya Pasar Minggu gelap karena beberapa lampu mati,Lampu Jalan,Jakarta Barat,Sedang,2025-12-08 01:45:16
3491,Ada kabel fiber di Jalan Meruya yang pengikatnya lepas,Kabel Fiber,Jakarta Pusat,Ringan,2025-05-01 21:54:54
3492,Taman Jalan Warung Buncit kondisi sangat kritis semua tanaman mati dan fasilitas hancur,Taman,Jakarta Pusat,Berat,2025-06-18 22:02:38
3493,Kabel fiber Jalan Sudirman putus massal akibat bencana menyebabkan blackout digital,Kabel Fiber,Jakarta Pusat,Berat,2025-04-12 03:04:32
3494,Trotoar Gang Anggrek hancur total tidak bisa digunakan pejalan kaki sama sekali,Trotoar,Jakarta Pusat,Berat,2025-08-04 16:04:15
3495,Tiang kabel fiber Gang Anggrek roboh dan kabel berantakan di jalan bgtt berbahya,Kabel Fiber,Kepulauan Seribu,Berat,2025-04-11 18:23:53
3496,Lampu jalan Jalan Gunung Sahari mati pada jam tertentu saja,Lampu Jalan,Jakarta Utara,Ringan,2025-11-14 02:41:27
3497,Saluran drainase Jalan Kebon Jeruk perlu perawatan ringan sebelum musim hujan,Drainase,Jakarta Pusat,Ringan,2025-05-05 00:20:38
3498,Instalasi kabel fiber Jalan Meruya hancur total akibat tertimpa pohon besar tumbang,Kabel Fiber,Jakarta Utara,Berat,2025-06-11 13:57:41
3499,Pohon tumbang besar di taman Jalan Otista sangat membahayakan warga sekitar ini sudah lama dibiarkan,Taman,Jakarta Selatan,Berat,2025-06-16 09:39:01
3500,Jembatan Jalan Raya Kembangan retak parah dan sangat berbahaya harus ditutup,Jembatan,Jakarta Barat,Berat,2025-03-12 01:18:59
3501,Kabel fiber Jalan Fatmawati sedikit terkelupas di bagian sambungan,Kabel Fiber,Jakarta Utara,Ringan,2025-03-30 18:01:06
3502,Got di Jalan Meruya mulai penuh lumpur perlu dikeruk ini sudah lama dibiarkan,Drainase,Jakarta Barat,Ringan,2025-10-07 10:32:45
3503,Aspal jalan Gang Dahlia retak ringan di beberapa titik,Jalan,Kepulauan Seribu,Ringan,2025-12-17 18:45:22
