deskripsi_laporan,jenis_infrastruktur,kota_administrasi,tingkat_kerusakan,date_laporan,tingkat_kerusakan_encoded
ubin trotoar jalan daan mogot banyak yang hilang meninggalkan lubang,trotoar,jakarta barat,sedang,2025-01-16 22:28:35,1
kerusakan masif trotoar jalan gajah mada membahayakan jiwa pejalan kaki,trotoar,kepulauan seribu,berat,2025-05-18 22:31:12,2
jalan di jalan sisingamangaraja mulai retak namun masih bisa dilalui,jalan,jakarta pusat,ringan,2025-10-06 17:22:20,0
drainase jalan raya pasar minggu tidak berfungsi dan menyebabkan banjir kecil,drainase,jakarta utara,sedang,2025-12-15 08:55:53,1
jembatan jalan ciledug raya ada sedikit kerusakan minor di permukaan,jembatan,kepulauan seribu,ringan,2025-10-30 17:10:04,0
kabel fiber di gang dahlia sedikit kendur perlu dikencangkan,kabel fiber,jakarta pusat,ringan,2025-09-05 14:18:52,0
saluran drainase di jalan gunung sahari sedikit tersumbat sampah daun,drainase,jakarta utara,ringan,2025-05-18 11:29:00,0
jembatan gang anggrek ada retakan kecil di permukaan beton,jembatan,kepulauan seribu,ringan,2025-11-17 12:46:11,0
tiang lampu jlan jalan ahmad yani patah miring hampir jatuh ke jalan,lampu jalan,jakarta barat,berat,2025-01-20 11:49:39,2
lampu jalan jalan fatmawati mati pada jam tertentu saja,lampu jalan,jakarta timur,ringan,2025-04-11 23:04:42,0
beberapa titik drainase jalan muara baru tersumbat menyebabkan genangan warga sekitar sudah mengeluh,drainase,kepulauan seribu,sedang,2025-09-27 12:12:33,1
permukaan trotoar jalan haji nawi tidak rata berbahaya untuk lansia dan difabel,trotoar,jakarta timur,sedang,2025-11-16 17:09:39,1
ada kabel fiber di jalan gatot subroto yang pengikatnya lepas,kabel fiber,jakarta utara,ringan,2025-05-11 13:41:20,0
beberapa titik drainase jalan otista tersumbat menyebabkan genangan,drainase,jakarta timur,sedang,2025-02-04 16:42:04,1
jembatan jalan kebon jeruk retak cukup dalam perlu segera diperbaiki,jembatan,jakarta timur,sedang,2025-01-27 04:11:55,1
kondisi jalan jalan pramuka kritis hampir nggak layak dilalui,jalan,jakarta timur,berat,2025-01-07 03:31:12,2
kerusakan trotoar jalan fatmawati sangat parah ada lubang besar mengancam keselamatan,trotoar,jakarta barat,berat,2025-02-02 18:41:53,2
tiang penyangga kabel fiber di jalan panjang patah menimpa rumah warga,kabel fiber,jakarta barat,berat,2025-07-22 15:33:39,2
kerusakan massal kabel fiber di jalan raya bekasi buat wilayah luas tanpa internet,kabel fiber,jakarta barat,berat,2025-12-19 08:03:23,2
lantai kayu jembatan jalan fatmawati lapuk dan berlubang berbahaya,jembatan,jakarta utara,sedang,2025-04-20 22:04:00,1
jalan jalan fatmawati ada sedikit retak di pinggir badan jalan,jalan,jakarta pusat,ringan,2025-04-21 15:59:56,0
instalasi kabel fiber di jl otista rusak dan mengganggu layanan,kabel fiber,jakarta utara,sedang,2025-02-15 20:03:23,1
saluran air di jalan mangga dua kotor dan berbau perlu dibersihkan,drainase,jakarta pusat,ringan,2025-09-24 13:52:23,0
jembatan jalan raya kembangan ambles parah dan menutup akses jalan utama,jembatan,kepulauan seribu,berat,2025-12-02 19:17:33,2
tiang lampu jalan jalan casablanca sedikit miring namun masih aman,lampu jalan,jakarta barat,ringan,2025-01-24 02:53:19,0
drainase jalan daan mogot tidak berfungsi dan menyebabkan banjir kecil,drainase,kepulauan seribu,sedang,2025-02-07 16:06:06,1
laporan aspal di atas jembatan jalan hayam wuruk retak tipis perlu penambalan,jembatan,jakarta selatan,ringan,2025-12-08 17:24:12,0
instalasi kabel fiber jalan haji nawi kurang rapi mengganggu estetika,kabel fiber,jakarta barat,ringan,2025-04-17 21:15:36,0
got di jalan hayam wuruk mulai penuh lumpur perlu dikeruk,drainase,jakarta pusat,ringan,2025-11-06 17:47:35,0
drainase jalan gajah mada tersumbat menyebabkan genangan air saat hujan,drainase,jakarta selatan,sedang,2025-07-24 03:49:40,1
jembatan jalan warung buncit ambles parah dan menutup akses jalan utama,jembatan,jakarta timur,berat,2025-10-12 21:29:44,2
lampu jalan gang anggrek mati total sudah beberapa hari tidak diperbaiki,lampu jalan,kepulauan seribu,sedang,2025-11-14 03:10:50,1
got jalan gajah mada penuh sampah dan lumpur tidak bisa mengalir,drainase,jakarta utara,sedang,2025-03-18 12:32:21,1
trotoar jln kebon jeruk tidak bisa digunakan sama sekali kondisi darurat,trotoar,jakarta selatan,berat,2025-11-06 17:38:28,2
jalan jalan casablanca ada sedikit retak di pinggir badan jalan,jalan,kepulauan seribu,ringan,2025-06-29 10:35:20,0
penerangan jalan di jalan raya kembangan gelap karena beberapa lampu mati,lampu jalan,jakarta selatan,sedang,2025-06-14 20:27:52,1
jalan gang anggrek hancur total akibat banjir membahayakan warga warga sekitar sudah mengeluh,jalan,jakarta selatan,berat,2025-12-11 19:15:36,2
trotoar jalan pangeran jayakarta ada satu dua ubin yang goyang sedikit berbahaya,trotoar,jakarta barat,ringan,2025-09-07 12:49:35,0
trotoar jalan haji nawi hancur total tidak bisa digunakan pejalan kaki sama sekali,trotoar,jakarta barat,berat,2025-12-09 11:28:28,2
kabel fiber di jalan rasuna said kondisinya kurang baik perlu pengecekan,kabel fiber,jakarta timur,ringan,2025-07-01 23:02:18,0
kabel lampu jalan di jalan daan mogot tampak menjuntai berbahaya,lampu jalan,jakarta pusat,sedang,2025-10-01 16:08:56,1
terdapat keretakan kecil di aspal jalan jalan mangga dua,jalan,jakarta barat,ringan,2025-05-01 09:14:13,0
permukaan trotoar jalan daan mogot sedikit tidak rata,trotoar,jakarta utara,ringan,2025-06-01 22:52:17,0
kondisi trotoar jalan daan mogot sangat kritis dan berbahaya harus segera diperbaiki,trotoar,jakarta barat,berat,2025-09-17 17:36:59,2
jalan jalan daan mogot hancur total akibat banjir membahayakan warga,jalan,jakarta timur,berat,2025-10-05 03:02:29,2
jembatan jalan ahmad yani bergetar berlebihan saat dilalui kendaraan,jembatan,jakarta pusat,sedang,2025-06-05 04:16:23,1
got utama jalan kebon jeruk rusak parah banjir tidak bisa surut,drainase,jakarta selatan,berat,2025-10-08 07:16:51,2
trotoar gang melati ada satu dua ubin yang goyang sedikit berbahaya,trotoar,jakarta timur,ringan,2025-05-03 18:25:36,0
instalasi kabel fiber di gang melati rusak dan mengganggu layanan,kabel fiber,jakarta barat,sedang,2025-04-24 02:46:20,1
saluran air taman jalan mangga dua mampet menyebabkan genangan,taman,jakarta pusat,sedang,2025-08-06 15:52:57,1
ada lampu jalan di jalan sudirman yang sering mati hidup sendiri,lampu jalan,jakarta barat,ringan,2025-12-23 18:52:58,0
lampu jalan jalan pramuka mati pada jam tertentu saja,lampu jalan,jakarta timur,ringan,2025-02-20 20:19:02,0
kerusakan jalan di jalan raya bekasi cukup parah ada beberapa lubang,jalan,jakarta selatan,sedang,2025-12-26 18:24:05,1
rumput taman jalan casablanca mulai tidak terawat perlu dipangkas,taman,jakarta pusat,ringan,2025-01-30 10:22:56,0
kondisi jembatan jalan sudirman kritis hampir tidak layak digunakan darurat mutlak,jembatan,kepulauan seribu,berat,2025-07-14 03:55:49,2
taman jalan mangga dua hancur dan perlu dibangun ulang dari awal,taman,jakarta pusat,berat,2025-04-24 20:54:38,2
drainase jalan pluit tidak berfungsi banjir setinggi lutut di pemukiman,drainase,jakarta utara,berat,2025-01-21 20:24:03,2
drainase gang dahlia tersumbat menyebabkan genangan air saat hujan,drainase,jakarta timur,sedang,2025-05-17 01:20:34,1
taman jln casablanca banyak vandalisme coretan di fasilitas umum anak anak sering lewat sini,taman,jakarta pusat,sedang,2025-10-05 10:32:44,1
sebagian besar trotoar gang mawar rusak dan tidak layak digunakan,trotoar,jakarta selatan,sedang,2025-04-05 01:43:46,1
pemasangan kabel fiber di jalan tb simatupang tidak rapi menggantung rendah,kabel fiber,jakarta pusat,ringan,2025-07-15 19:36:32,0
taman jalan casablanca kondisi sangat kritis semua tanaman mati dan fasilitas hancur,taman,jakarta utara,berat,2025-02-08 13:18:50,2
permukaan jalan jalan ciledug raya bergelombang dan berlubang,jalan,jakarta pusat,sedang,2025-07-05 04:21:05,1
area jalan casablanca gelap gulita karena banyak lampu jalan mati,lampu jalan,jakarta pusat,sedang,2025-08-19 23:03:35,1
tanaman hias di taman jalan casablanca perlu perawatan rutin,taman,jakarta pusat,ringan,2025-07-09 02:25:32,0
instalasi kabel fiber di jalan casablanca rusak dan mengganggu layanan,kabel fiber,kepulauan seribu,sedang,2025-07-25 22:08:48,1
jalan jalan gunung sahari rusak dengan lubang berdiameter 2 cm,jalan,jakarta timur,sedang,2025-03-16 17:12:31,1
kerusakan drainase di jalan rasuna said menyebabkan banjir bandang kecil,drainase,jakarta selatan,berat,2025-07-21 18:12:35,2
taman jalan gatot subroto tidak terawat tanaman banyak yang mati,taman,jakarta utara,sedang,2025-10-24 16:15:15,1
kabel fiber di gang dahlia rusak parah akibat korsleting,kabel fiber,jakarta pusat,sedang,2025-02-09 13:20:43,1
aspal jalan jalan meruya retak ringan di beberapa titik,jalan,kepulauan seribu,ringan,2025-10-03 03:42:26,0
ubin trotoar di jalan cengkareng mulai longgar tapi masih aman,trotoar,jakarta utara,ringan,2025-07-12 11:12:20,0
instalasi kabel fiber di jalan cengkareng rusak dan mengganggu layanan,kabel fiber,kepulauan seribu,sedang,2025-06-20 20:01:49,1
jalan jalan hayam wuruk rusak berat hampir tidak bisa dilalui kendaraan,jalan,jakarta barat,berat,2025-05-06 11:39:52,2
kabel fiber di tiang jalan muara baru terlihat longgar,kabel fiber,jakarta barat,ringan,2025-08-20 04:28:02,0
lampu jalan jalan hayam wuruk casing nya sedikit retak tapi masih menyala,lampu jalan,jakarta selatan,ringan,2025-04-07 21:23:09,0
permukaan trotoar jalan panjang tidak rata berbahaya untuk lansia dan difabel,trotoar,jakarta barat,sedang,2025-12-28 02:07:47,1
lampu jalan di gang jalan pluit kurang terang perlu perhatian,lampu jalan,jakarta barat,ringan,2025-01-08 19:59:09,0
jalur pejalan kaki di taman jalan pangeran jayakarta rusak dan berlubang,taman,jakarta timur,sedang,2025-05-01 10:44:51,1
saluran got jalan ahmad yani mulai menyempit karena endapan,drainase,jakarta selatan,ringan,2025-02-10 14:30:01,0
drainase jalan warung buncit tidak berfungsi banjir setinggi lutut di pemukiman,drainase,kepulauan seribu,berat,2025-06-07 23:34:13,2
trotoar di jalan gunung sahari hancur akibat banjir pejalan kaki tidak bisa lewat,trotoar,jakarta pusat,berat,2025-04-18 16:48:16,2
ada celah kecil di aspal jalan dekat jalan sisingamangaraja,jalan,jakarta pusat,ringan,2025-09-16 19:46:09,0
trotoar jalan gatot subroto rusak parah pejalan kaki terpaksa jalan di badan jalan,trotoar,jakarta barat,sedang,2025-12-23 21:01:24,1
kondisi jembatan gang dahlia kritis hampir tidak layak digunakan darurat mutlak,jembatan,kepulauan seribu,berat,2025-10-29 21:33:02,2
lantai jembatan jalan fatmawati berlubang berbahaya bagi kendaraan,jembatan,jakarta pusat,sedang,2025-05-06 01:18:12,1
kondisi trotoar jalan pluit sangat kritis dan bhs harus segera diperbaiki,trotoar,jakarta pusat,berat,2025-12-20 08:03:29,2
trotoar gang melati perlu pengecatan ulang marka dah pudar,trotoar,jakarta utara,ringan,2025-11-01 02:24:42,0
permukaan jalan gang melati mengelupas sedikit,jalan,jakarta utara,ringan,2025-05-22 21:23:55,0
lampu jalan jalan raya pasar minggu rusak dan jalan menjadi gelap berbahaya,lampu jalan,jakarta utara,sedang,2025-02-01 09:55:56,1
kerusakan struktural jembatan gang anggrek sangat kritis bahaya roboh,jembatan,jakarta selatan,berat,2025-11-13 07:24:32,2
kondisi jalan jalan meruya kritis hampir tidak layak dilalui,jalan,jakarta timur,berat,2025-12-04 10:31:55,2
paving trotoar jalan gajah mada warnanya pudar perlu perawatan anak anak sering lewat sini,trotoar,jakarta utara,ringan,2025-10-18 02:11:12,0
aspal jalan jalan ahmad yani retak ringan di beberapa titik,jalan,jakarta timur,ringan,2025-09-15 17:59:45,0
kondisi jembatan jalan ahmad yani kritis hampir tidak layak digunakan darurat mutlak,jembatan,kepulauan seribu,berat,2025-01-02 07:59:33,2
taman jalan rasuna said kondisi sangat kritis semua tanaman mati dan fasilitas hancur,taman,jakarta timur,berat,2025-05-11 15:25:47,2
pondasi jembatan jalan panjang amblas darurat harus segera dievakuasi,jembatan,kepulauan seribu,berat,2025-03-01 11:43:22,2
jembatan jalan raya kembangan retak cukup dalam perlu segera diperbaiki,jembatan,jakarta selatan,sedang,2025-06-21 09:15:32,1
kerusakan jalan di jalan fatmawati cukup parah ada beberapa lubang,jalan,kepulauan seribu,sedang,2025-05-26 01:40:16,1
taman jalan sudirman kondisi sangat kritis semua tanaman mati dan fasilitas hancur,taman,jakarta timur,berat,2025-07-29 00:35:17,2
ada lampu jalan di jalan raya bekasi yang sering mati hidup sendiri,lampu jalan,jakarta selatan,ringan,2025-04-05 10:57:25,0
trotoar di jalan raya bekasi ada beberapa ubin yang retak kecil,trotoar,jakarta timur,ringan,2025-11-05 02:46:24,0
taman gang anggrek hancur dan perlu dibangun ulang dari awal,taman,jakarta timur,berat,2025-09-22 19:55:40,2
jembatan jalan muara baru bergetar berlebihan saat dilalui kendaraan,jembatan,jakarta timur,sedang,2025-11-08 13:15:36,1
taman jalan rasuna said hancur dan perlu dibangun ulang dari awal,taman,kepulauan seribu,berat,2025-03-14 09:58:38,2
tiang lampu jalan muara baru roboh hampir menimpa rumah warga,lampu jalan,kepulauan seribu,berat,2025-06-15 17:08:13,2
jembatan jalan raya pasar minggu ada sedikit kerusakan minor di permukaan,jembatan,jakarta timur,ringan,2025-11-05 18:34:43,0
beton jembatan jalan sudirman patah sebagian sangat darurat,jembatan,jakarta pusat,berat,2025-04-28 04:19:44,2
taman jalan mangga dua perlu pembersihan ringan daun daun berguguran,taman,kepulauan seribu,ringan,2025-12-29 16:58:08,0
kerusakan jalan di jalan gatot subroto cukup parah ada beberapa lubang,jalan,kepulauan seribu,sedang,2025-07-30 04:41:59,1
drainase jalan raya kembangan meluap saat hujan deras meski sebentar,drainase,jakarta barat,sedang,2025-10-30 05:20:04,1
saluran drainase di gang dahlia sedikit tersumbat sampah daun,drainase,jakarta utara,ringan,2025-09-18 23:07:11,0
rel pagar jembatan di jalan sisingamangaraja berkarat perlu perawatan,jembatan,jakarta barat,ringan,2025-06-27 04:46:01,0
tiang lampu jaln jalan otista sedikit miring namun masih aman,lampu jalan,jakarta barat,ringan,2025-06-29 13:26:19,0
jalan jalan muara baru mengalami retak kecil sepanjang 15 meter,jalan,jakarta timur,ringan,2025-08-24 20:59:47,0
dua lampu jalan di jalan casablanca mati sudah seminggu belum diperbaiki,lampu jalan,kepulauan seribu,sedang,2025-05-05 06:06:08,1
taman jalan ahmad yani perlu pembersihan ringan daun daun berguguran,taman,jakarta barat,ringan,2025-03-01 19:39:17,0
tiang lampu jalan di gang anggrek miring cukup parah perlu segera diperbaiki,lampu jalan,jakarta selatan,sedang,2025-10-19 19:14:38,1
drainase jalan meruya jebol menyebabkan banjir parah di pemukiman warga,drainase,jakarta selatan,berat,2025-04-08 21:01:22,2
seluruh jaringan kabel fiber di jalan gatot subroto putus total tidak ada sinyal,kabel fiber,jakarta timur,berat,2025-02-23 15:08:32,2
taman jalan tb simatupang agak gersang perlu penambahan tanaman,taman,jakarta selatan,ringan,2025-10-16 22:41:23,0
tiang lampu jalan jalan pangeran jayakarta patah miring hampir jatuh ke jalan,lampu jalan,jakarta utara,berat,2025-03-28 12:31:30,2
taman jalan raya kembangan perlu pembersihan ringan daun daun berguguran,taman,jakarta timur,ringan,2025-03-06 06:14:02,0
tiang lampu jalan jalan sisingamangaraja patah miring hampir jatuh ke jalan,lampu jalan,kepulauan seribu,berat,2025-07-25 00:59:17,2
trotoar jalan fatmawati banyak ubin pecah sangat tidak nyaman dilalui,trotoar,kepulauan seribu,sedang,2025-07-08 23:42:12,1
fasilitas taman jalan pluit banyak yang rusak perlu diperbaiki,taman,jakarta barat,sedang,2025-04-03 05:59:28,1
jembatan gang melati rusak berat tidak layak dilalui kendaraan apapun,jembatan,kepulauan seribu,berat,2025-10-16 22:20:55,2
kerusakan parah di jalan jalan mangga dua kendaraan harus memutar jalan,jalan,jakarta timur,berat,2025-08-29 07:27:25,2
jembatan jalan pramuka terancam roboh akibat banjir besar melanda,jembatan,jakarta timur,berat,2025-01-20 23:52:24,2
rel pagar jembatan di jalan otista berkarat perlu perawatan,jembatan,kepulauan seribu,ringan,2025-12-11 12:39:47,0
trotoar jalan gatot subroto runtuh parah akibat tanah longsor kecil,trotoar,kepulauan seribu,berat,2025-10-20 17:33:41,2
saluran drainse di jl hayam wuruk rusak menyebabkan air tergenang,drainase,jakarta barat,sedang,2025-12-26 01:33:06,1
beton jembatan jalan haji nawi retak lebar perlu penanganan segera,jembatan,jakarta pusat,sedang,2025-08-15 01:56:15,1
rumput taman jalan pluit mulai tidak terawat perlu dipangkas,taman,jakarta pusat,ringan,2025-09-18 12:47:02,0
permukaan jalan jalan ahmad yani mengelupas sedikit,jalan,jakarta utara,ringan,2025-09-13 16:48:40,0
taman jalan fatmawati rumputnya sudah panjang perlu dipotong,taman,jakarta selatan,ringan,2025-01-07 09:28:25,0
taman jalan fatmawati rumputnya sudah panjang perlu dipotong,taman,jakarta utara,ringan,2025-05-25 09:29:10,0
jalan jalan raya bekasi retak kecil akibat cuaca panas,jalan,jakarta utara,ringan,2025-07-10 19:58:03,0
got di jalan muara baru mulai penuh lumpur perlu dikeruk,drainase,jakarta utara,ringan,2025-12-17 04:29:53,0
taman gang anggrek kondisi sangat kritis semua tanaman mati dan fasilitas hancur,taman,jakarta utara,berat,2025-11-15 02:46:32,2
taman jalan gunung sahari banyak vandalisme coretan di fasilitas umum,taman,jakarta selatan,sedang,2025-02-06 18:57:44,1
trotoar di jalan hayam wuruk hancur akibat banjir pejalan kaki tidak bisa lewat,trotoar,jakarta timur,berat,2025-09-05 12:26:20,2
taman gang anggrek rusak berat akibat vandalisme parah butuh renovasi total,taman,jakarta utara,berat,2025-08-01 05:29:37,2
jalur pejalan kaki di taman jalan hayam wuruk rusak dan berlubang,taman,jakarta timur,sedang,2025-12-29 06:56:29,1
trotoar di jln rasuna said ada celah kecil antar ubin perlu diperbaiki,trotoar,kepulauan seribu,ringan,2025-02-09 10:44:41,0
rumput taman gang melati mulai tidak terawat perlu dipangkas,taman,jakarta timur,ringan,2025-12-26 05:45:46,0
trotoar jalan raya pasar minggu ada retakan tipis di beberapa bagian,trotoar,jakarta barat,ringan,2025-02-03 03:45:28,0
beberapa kabel fiber di jalan raya pasar minggu putus menyebabkan area mati sinyal ini jalan protokol yang ramai,kabel fiber,jakarta barat,sedang,2025-11-12 02:33:45,1
tiang kabel fiber jalan meruya miring hampir roboh,kabel fiber,kepulauan seribu,sedang,2025-07-24 16:39:10,1
saluran drainase di jalan hayam wuruk rusak menyebabkan air tergenang,drainase,jakarta selatan,sedang,2025-07-18 12:02:49,1
kabel fiber jalan pramuka melendut ke bawah perlu dirapikan,kabel fiber,jakarta selatan,ringan,2025-03-30 10:36:55,0
